idx;Artist;Category;Style;Subject;Medium;Size;Orientation;price
P0001838;Abdel Hadi Al Gazzar;Painting;Street Art;still life;Oil;Large;Horizontal;very high
P0001839;Mohamed El Fayoumi;Sculpture;Graffiti;people and portraits;Mono;Small;Vertical;very high
P0001840;Alaa Awad;Print;Portrait;still life;Lino;Small;Squared;very high
P0001841;Abdel Hadi Al Gazzar;Painting;Graffiti;Landscapes,sea and sky;Chalk;Large;Horizontal;very high
P0001842;El Teneen;Sculpture;Art Deco;Animals and Birds;Acrylic;Large;Vertical;very high
P0001843;Khaled Hafez;Print;Surrealism;still life;Acrylic;Large;Vertical;high
P0001844;Hossam Dirar;Sculpture;Surrealism;Animals and Birds;Mono;Large;Squared;very low
P0001845;Adam Henein;Photography;Conceptual;transportaion and maps;Wood;Large;Vertical;medium
P0001846;Hossam Dirar;Photography;Documentary;transportaion and maps;Mixed media;Medium;Horizontal;high
P0001847;Mohamed El Fayoumi;Drawing;Wall;still life;Bronze;Small;Horizontal;high
P0001848;Hussain Bikar;Photography;Modern;transportaion and maps;Woodcut;X-Large;Horizontal;medium
P0001849;Abdel Hadi Al Gazzar;Sculpture;Documentary;transportaion and maps;Ink;X-Large;Squared;medium
P0001850;Adham Wanly;Print;Graffiti;Abstract and non-figurative;Ink;Medium;Squared;medium
P0001851;Khaled Hafez;Print;Conceptual;transportaion and maps;Woodcut;Large;Squared;medium
P0001852;Adam Henein;Painting;Conceptual;Abstract and non-figurative;Woodcut;Large;Vertical;medium
P0001853;Hossam Dirar;Drawing;Art Deco;transportaion and maps;Ceramic;Large;Squared;low
P0001854;Adam Henein;Print;Portrait;Flowers and plants;Mono;X-Large;Vertical;very high
P0001855;Hossam Dirar;Print;Wall;Abstract and non-figurative;Charcoal;Medium;Squared;very high
P0001856;Tarek El Komi;Painting;Folk Art;transportaion and maps;Chalk;Small;Horizontal;low
P0001857;Fathi Hassan;Photography;Documentary;Landscapes,sea and sky;Charcoal;Large;Vertical;low
P0001858;Ghada Amer;Painting;Portrait;Abstract and non-figurative;Ceramic;Large;Squared;low
P0001859;El Zeft;Collage;Graffiti;transportaion and maps;Metal;Large;Squared;very low
P0001860;Hazem Taha Hussein;Painting;Art Deco;Animals and Birds;Oil;Medium;Horizontal;high
P0001861;Hazem Taha Hussein;Drawing;Pop Art;people and portraits;Wood;Medium;Horizontal;very high
P0001862;Tarek El Komi;Drawing;Folk Art;Abstract and non-figurative;Woodcut;X-Large;Horizontal;very high
P0001863;Mohamed El Fayoumi;Painting;Street Art;Landscapes,sea and sky;Pastal;Small;Horizontal;very low
P0001864;Hamid Nada;Collage;Street Art;Architecture and cityscapes;Oil;X-Large;Squared;very low
P0001865;Mohamed El Fayoumi;Print;Modern;Architecture and cityscapes;Ink;X-Large;Vertical;low
P0001866;Fathi Hassan;Drawing;Documentary;Abstract and non-figurative;Chalk;Medium;Vertical;very high
P0001867;George Bahgoury;Photography;Figurative;Animals and Birds;Ink;Medium;Horizontal;very low
P0001868;Hamid Nada;Photography;Portrait;Animals and Birds;Ink;Large;Squared;very low
P0001869;Ghada Amer;Drawing;Portrait;people and portraits;Ceramic;Medium;Horizontal;very high
P0001870;Alaa Awad;Collage;Street Art;still life;Watercolur;Medium;Squared;high
P0001871;Khaled Hafez;Photography;Street Art;still life;Ink;Large;Horizontal;very high
P0001872;Emad Ibrahim;Photography;Fine Art;Architecture and cityscapes;Charcoal;Large;Horizontal;high
P0001873;Ganzeer;Collage;Modern;people and portraits;Ink;Medium;Vertical;low
P0001874;Ragheb Ayad;Photography;Figurative;Abstract and non-figurative;Woodcut;Large;Vertical;very low
P0001875;Fathi Hassan;Painting;Wall;Abstract and non-figurative;Oil;Small;Vertical;very high
P0001876;Abdel Hadi Al Gazzar;Print;Conceptual;transportaion and maps;Metal;X-Large;Vertical;very low
P0001877;El Zeft;Drawing;Documentary;transportaion and maps;Ceramic;Small;Vertical;very low
P0001878;Hossam Dirar;Sculpture;Conceptual;Architecture and cityscapes;Pincil;Medium;Vertical;very low
P0001879;Mohamed El Fayoumi;Drawing;Modern;Landscapes,sea and sky;Acrylic;Medium;Squared;very low
P0001880;Hazem Taha Hussein;Painting;Modern;Landscapes,sea and sky;Mixed media;Medium;Vertical;medium
P0001881;Tarek El Komi;Drawing;Abstract;Architecture and cityscapes;Mono;Small;Squared;low
P0001882;El Teneen;Photography;Conceptual;Abstract and non-figurative;Acrylic;Medium;Squared;very low
P0001883;Hamid Nada;Collage;Graffiti;Landscapes,sea and sky;Acrylic;Large;Horizontal;very low
P0001884;El Zeft;Photography;Conceptual;still life;Mono;Medium;Horizontal;high
P0001885;Hazem Taha Hussein;Drawing;Surrealism;Landscapes,sea and sky;Ceramic;X-Large;Vertical;low
P0001886;Adham Wanly;Print;Modern;Landscapes,sea and sky;Watercolur;X-Large;Squared;very low
P0001887;Adham Wanly;Collage;Abstract;Architecture and cityscapes;Acrylic;Large;Horizontal;very high
P0001888;Alaa Awad;Sculpture;Documentary;Landscapes,sea and sky;Mixed media;Small;Squared;very high
P0001889;Fathi Hassan;Collage;Art Deco;Flowers and plants;Mixed media;Medium;Squared;low
P0001890;Ragheb Ayad;Collage;Art Deco;people and portraits;Pincil;Large;Squared;medium
P0001891;Fathi Hassan;Photography;Wall;Flowers and plants;Lino;Large;Horizontal;very high
P0001892;Adam Henein;Drawing;Conceptual;Animals and Birds;Mixed media;Medium;Vertical;very high
P0001893;Adam Henein;Collage;Figurative;people and portraits;Woodcut;Large;Horizontal;medium
P0001894;Ganzeer;Painting;Street Art;still life;Pincil;Small;Vertical;high
P0001895;Hazem Taha Hussein;Photography;Conceptual;still life;Woodcut;Large;Vertical;high
P0001896;George Bahgoury;Painting;Fine Art;people and portraits;Oil;Large;Vertical;low
P0001897;Emad Ibrahim;Painting;Surrealism;Landscapes,sea and sky;Woodcut;X-Large;Vertical;low
P0001898;Hamid Nada;Drawing;Modern;Architecture and cityscapes;Mono;Small;Vertical;high
P0001899;Khaled Hafez;Drawing;Graffiti;Animals and Birds;Woodcut;Medium;Vertical;very low
P0001900;El Teneen;Photography;Figurative;Landscapes,sea and sky;Pincil;Large;Horizontal;very low
P0001901;Emad Ibrahim;Photography;Graffiti;Flowers and plants;Pincil;X-Large;Vertical;very low
P0001902;Ganzeer;Drawing;Conceptual;transportaion and maps;Woodcut;Medium;Vertical;very high
P0001903;Hussain Bikar;Collage;Surrealism;people and portraits;Charcoal;Small;Vertical;medium
P0001904;Fathi Hassan;Collage;Graffiti;Flowers and plants;Lino;Large;Squared;very low
P0001905;Hazem Taha Hussein;Collage;Modern;Flowers and plants;Ink;Small;Squared;very high
P0001906;El Zeft;Photography;Fine Art;Animals and Birds;Charcoal;X-Large;Vertical;low
P0001907;Hamid Nada;Drawing;Portrait;Animals and Birds;Pincil;X-Large;Squared;high
P0001908;George Bahgoury;Photography;Wall;transportaion and maps;Wood;Large;Squared;medium
P0001909;Adam Henein;Drawing;Portrait;Architecture and cityscapes;Ink;Small;Horizontal;high
P0001910;Khaled Hafez;Print;Folk Art;Flowers and plants;Mixed media;Small;Horizontal;low
P0001911;Mohamed El Fayoumi;Painting;Documentary;still life;Charcoal;Medium;Squared;very low
P0001912;El Zeft;Collage;Wall;people and portraits;Ceramic;Large;Vertical;very high
P0001913;Adam Henein;Painting;Surrealism;Abstract and non-figurative;Wood;Small;Horizontal;high
P0001914;Hamid Nada;Photography;Fine Art;Landscapes,sea and sky;Ink;Medium;Squared;very low
P0001915;Adham Wanly;Sculpture;Figurative;Flowers and plants;Charcoal;Medium;Squared;very low
P0001916;Mohamed El Fayoumi;Print;Abstract;people and portraits;Pastal;Medium;Horizontal;high
P0001917;Ghada Amer;Collage;Conceptual;still life;Pastal;Large;Horizontal;medium
P0001918;Fathi Hassan;Collage;Graffiti;Landscapes,sea and sky;Wood;Large;Vertical;high
P0001919;El Teneen;Sculpture;Portrait;Abstract and non-figurative;Lino;Medium;Horizontal;very low
P0001920;Adam Henein;Print;Conceptual;Landscapes,sea and sky;Ceramic;Small;Horizontal;low
P0001921;Hazem Taha Hussein;Drawing;Figurative;Animals and Birds;Wood;Medium;Horizontal;high
P0001922;El Teneen;Photography;Surrealism;still life;Metal;Medium;Squared;medium
P0001923;Hazem Taha Hussein;Painting;Art Deco;Landscapes,sea and sky;Acrylic;X-Large;Vertical;medium
P0001924;Ragheb Ayad;Painting;Surrealism;Architecture and cityscapes;Metal;Small;Squared;low
P0001925;Hazem Taha Hussein;Painting;Street Art;Landscapes,sea and sky;Mixed media;Medium;Vertical;very low
P0001926;Hossam Dirar;Print;Pop Art;Animals and Birds;Charcoal;Small;Vertical;low
P0001927;Ghada Amer;Print;Street Art;Abstract and non-figurative;Ink;Medium;Squared;medium
P0001928;Hamid Nada;Drawing;Fine Art;transportaion and maps;Oil;Medium;Vertical;very low
P0001929;Tarek El Komi;Collage;Documentary;people and portraits;Gouache;Medium;Squared;low
P0001930;Adam Henein;Photography;Documentary;Animals and Birds;Ink;X-Large;Horizontal;high
P0001931;Hazem Taha Hussein;Photography;Graffiti;Flowers and plants;Acrylic;Large;Horizontal;medium
P0001932;Ghada Amer;Print;Wall;people and portraits;Charcoal;Medium;Vertical;medium
P0001933;Adham Wanly;Painting;Abstract;Flowers and plants;Ink;Small;Vertical;medium
P0001934;El Teneen;Print;Modern;people and portraits;Ceramic;X-Large;Squared;very low
P0001935;Hussain Bikar;Photography;Street Art;Animals and Birds;Oil;Medium;Horizontal;low
P0001936;Tarek El Komi;Sculpture;Abstract;still life;Pincil;Medium;Vertical;very high
P0001937;Ghada Amer;Sculpture;Conceptual;transportaion and maps;Lino;Medium;Horizontal;medium
P0001938;El Teneen;Drawing;Pop Art;Abstract and non-figurative;Pastal;Small;Vertical;high
P0001939;El Teneen;Painting;Wall;Animals and Birds;Charcoal;X-Large;Horizontal;very low
P0001940;George Bahgoury;Print;Documentary;Landscapes,sea and sky;Ceramic;Small;Squared;very high
P0001941;Ragheb Ayad;Photography;Portrait;Animals and Birds;Chalk;Medium;Vertical;very high
P0001942;Fathi Hassan;Photography;Folk Art;Flowers and plants;Acrylic;Large;Squared;low
P0001943;Adham Wanly;Photography;Fine Art;transportaion and maps;Lino;Medium;Squared;medium
P0001944;Ragheb Ayad;Drawing;Fine Art;still life;Lino;Medium;Horizontal;medium
P0001945;Hamid Nada;Photography;Wall;transportaion and maps;Gouache;Medium;Squared;high
P0001946;Hazem Taha Hussein;Print;Modern;still life;Bronze;Large;Squared;very high
P0001947;Fathi Hassan;Sculpture;Portrait;Abstract and non-figurative;Mono;Medium;Squared;very low
P0001948;Adam Henein;Painting;Street Art;people and portraits;Watercolur;Medium;Squared;very high
P0001949;Mohamed El Fayoumi;Photography;Figurative;Flowers and plants;Pincil;Medium;Squared;very high
P0001950;Ghada Amer;Photography;Art Deco;Architecture and cityscapes;Mono;Small;Horizontal;very low
P0001951;Alaa Awad;Sculpture;Figurative;people and portraits;Mixed media;X-Large;Squared;very high
P0001952;Hamid Nada;Print;Conceptual;people and portraits;Chalk;Large;Squared;very low
P0001953;Ghada Amer;Photography;Figurative;still life;Gouache;Small;Horizontal;very low
P0001954;El Teneen;Collage;Conceptual;Landscapes,sea and sky;Lino;X-Large;Squared;medium
P0001955;Mahmoud Sa'id;Print;Graffiti;still life;Wood;Medium;Vertical;high
P0001956;Hossam Dirar;Collage;Wall;people and portraits;Pincil;X-Large;Vertical;low
P0001957;Alaa Awad;Photography;Modern;people and portraits;Bronze;X-Large;Squared;low
P0001958;Ghada Amer;Sculpture;Modern;Landscapes,sea and sky;Lino;X-Large;Horizontal;very low
P0001959;Alaa Awad;Photography;Documentary;Animals and Birds;Metal;Small;Vertical;very low
P0001960;Ghada Amer;Painting;Figurative;still life;Mixed media;Small;Vertical;very high
P0001961;Abdel Hadi Al Gazzar;Print;Portrait;Landscapes,sea and sky;Charcoal;Large;Horizontal;low
P0001962;Mahmoud Sa'id;Drawing;Art Deco;transportaion and maps;Wood;X-Large;Vertical;medium
P0001963;Hossam Dirar;Sculpture;Portrait;transportaion and maps;Ink;X-Large;Squared;medium
P0001964;Abdel Hadi Al Gazzar;Photography;Street Art;still life;Lino;Small;Squared;medium
P0001965;El Zeft;Sculpture;Folk Art;transportaion and maps;Pincil;X-Large;Vertical;high
P0001966;Abdel Hadi Al Gazzar;Drawing;Surrealism;still life;Lino;Medium;Squared;low
P0001967;Ragheb Ayad;Painting;Fine Art;Animals and Birds;Oil;Large;Horizontal;very low
P0001968;El Teneen;Drawing;Portrait;Architecture and cityscapes;Lino;Medium;Horizontal;very low
P0001969;Tarek El Komi;Photography;Documentary;Landscapes,sea and sky;Oil;X-Large;Vertical;low
P0001970;Alaa Awad;Painting;Portrait;Architecture and cityscapes;Lino;Large;Vertical;very high
P0001971;Alaa Awad;Collage;Modern;Flowers and plants;Ink;Large;Squared;low
P0001972;Ganzeer;Sculpture;Art Deco;Abstract and non-figurative;Pincil;Medium;Squared;low
P0001973;El Teneen;Painting;Pop Art;Architecture and cityscapes;Gouache;Large;Horizontal;very high
P0001974;Ragheb Ayad;Sculpture;Surrealism;Animals and Birds;Ink;X-Large;Squared;very low
P0001975;Tarek El Komi;Drawing;Pop Art;still life;Chalk;Large;Squared;very low
P0001976;Tarek El Komi;Sculpture;Surrealism;transportaion and maps;Ceramic;Large;Vertical;very low
P0001977;Abdel Hadi Al Gazzar;Collage;Graffiti;Abstract and non-figurative;Mono;Small;Squared;very low
P0001978;Emad Ibrahim;Photography;Pop Art;Animals and Birds;Chalk;Small;Vertical;low
P0001979;Alaa Awad;Sculpture;Portrait;Flowers and plants;Gouache;Small;Squared;low
P0001980;Hazem Taha Hussein;Sculpture;Documentary;Abstract and non-figurative;Chalk;Medium;Horizontal;high
P0001981;Mahmoud Sa'id;Drawing;Folk Art;Landscapes,sea and sky;Pastal;Large;Horizontal;very low
P0001982;Hossam Dirar;Photography;Pop Art;Flowers and plants;Ink;Medium;Vertical;low
P0001983;George Bahgoury;Print;Art Deco;Animals and Birds;Charcoal;Small;Horizontal;high
P0001984;Mohamed El Fayoumi;Sculpture;Modern;people and portraits;Pastal;X-Large;Horizontal;very high
P0001985;Mahmoud Sa'id;Photography;Documentary;Abstract and non-figurative;Wood;X-Large;Horizontal;low
P0001986;Hussain Bikar;Collage;Pop Art;still life;Lino;Small;Squared;medium
P0001987;Khaled Hafez;Sculpture;Abstract;Flowers and plants;Bronze;Medium;Squared;low
P0001988;Hussain Bikar;Photography;Graffiti;Flowers and plants;Metal;Small;Horizontal;very high
P0001989;Khaled Hafez;Photography;Street Art;Animals and Birds;Wood;X-Large;Squared;medium
P0001990;Mahmoud Sa'id;Print;Art Deco;Flowers and plants;Ink;Small;Squared;high
P0001991;George Bahgoury;Print;Folk Art;transportaion and maps;Oil;X-Large;Horizontal;low
P0001992;George Bahgoury;Print;Street Art;Architecture and cityscapes;Metal;Medium;Squared;low
P0001993;Ghada Amer;Sculpture;Pop Art;Architecture and cityscapes;Pincil;Large;Squared;low
P0001994;Hossam Dirar;Sculpture;Modern;transportaion and maps;Woodcut;X-Large;Squared;very low
P0001995;Tarek El Komi;Collage;Pop Art;Landscapes,sea and sky;Metal;Large;Vertical;very high
P0001996;Tarek El Komi;Photography;Art Deco;transportaion and maps;Pastal;Small;Squared;very high
P0001997;Alaa Awad;Print;Street Art;people and portraits;Woodcut;Large;Horizontal;very low
P0001998;Abdel Hadi Al Gazzar;Sculpture;Wall;Abstract and non-figurative;Metal;Small;Squared;very low
P0001999;Mohamed El Fayoumi;Painting;Graffiti;still life;Ceramic;X-Large;Squared;very low
P0002000;Ganzeer;Drawing;Folk Art;transportaion and maps;Ink;Large;Horizontal;high
P0002001;Emad Ibrahim;Painting;Figurative;people and portraits;Mixed media;Large;Vertical;medium
P0002002;Abdel Hadi Al Gazzar;Drawing;Surrealism;Architecture and cityscapes;Charcoal;Small;Squared;low
P0002003;Alaa Awad;Photography;Documentary;Flowers and plants;Mixed media;Large;Horizontal;medium
P0002004;El Zeft;Print;Surrealism;transportaion and maps;Lino;Small;Horizontal;very high
P0002005;Hamid Nada;Print;Folk Art;Architecture and cityscapes;Mono;Medium;Squared;very low
P0002006;Mohamed El Fayoumi;Drawing;Art Deco;Landscapes,sea and sky;Lino;Medium;Squared;high
P0002007;El Teneen;Print;Conceptual;Abstract and non-figurative;Mixed media;Large;Vertical;very low
P0002008;Mahmoud Sa'id;Drawing;Pop Art;Flowers and plants;Ink;Large;Horizontal;medium
P0002009;Emad Ibrahim;Collage;Street Art;Abstract and non-figurative;Mono;Large;Squared;low
P0002010;Fathi Hassan;Photography;Pop Art;Landscapes,sea and sky;Pastal;Large;Vertical;high
P0002011;El Zeft;Drawing;Folk Art;Landscapes,sea and sky;Mono;Small;Squared;very high
P0002012;Abdel Hadi Al Gazzar;Painting;Graffiti;Flowers and plants;Charcoal;Medium;Squared;very high
P0002013;Emad Ibrahim;Photography;Conceptual;still life;Mono;Large;Vertical;very high
P0002014;Khaled Hafez;Sculpture;Abstract;Architecture and cityscapes;Acrylic;Large;Squared;high
P0002015;Hamid Nada;Photography;Portrait;transportaion and maps;Acrylic;X-Large;Horizontal;medium
P0002016;Hamid Nada;Painting;Wall;Abstract and non-figurative;Watercolur;Medium;Squared;medium
P0002017;Adham Wanly;Sculpture;Fine Art;still life;Wood;X-Large;Squared;medium
P0002018;George Bahgoury;Painting;Conceptual;Abstract and non-figurative;Pastal;Small;Vertical;high
P0002019;Emad Ibrahim;Photography;Modern;Flowers and plants;Ink;Medium;Vertical;very high
P0002020;Ganzeer;Drawing;Abstract;Flowers and plants;Watercolur;Small;Squared;high
P0002021;El Teneen;Collage;Modern;Flowers and plants;Woodcut;Medium;Vertical;high
P0002022;Ghada Amer;Collage;Portrait;Architecture and cityscapes;Charcoal;Medium;Vertical;low
P0002023;Hussain Bikar;Sculpture;Folk Art;people and portraits;Bronze;Large;Squared;high
P0002024;Hamid Nada;Drawing;Documentary;Abstract and non-figurative;Bronze;X-Large;Vertical;medium
P0002025;Ghada Amer;Painting;Graffiti;Landscapes,sea and sky;Watercolur;Medium;Squared;high
P0002026;Adam Henein;Painting;Abstract;people and portraits;Charcoal;Small;Vertical;very low
P0002027;Mohamed El Fayoumi;Drawing;Street Art;transportaion and maps;Pastal;Large;Vertical;medium
P0002028;Fathi Hassan;Photography;Abstract;Landscapes,sea and sky;Gouache;X-Large;Horizontal;medium
P0002029;El Zeft;Photography;Fine Art;still life;Mono;Medium;Squared;medium
P0002030;Adam Henein;Painting;Portrait;still life;Wood;Large;Vertical;low
P0002031;Adham Wanly;Drawing;Street Art;Abstract and non-figurative;Acrylic;X-Large;Squared;medium
P0002032;Hussain Bikar;Drawing;Folk Art;Flowers and plants;Wood;X-Large;Squared;very low
P0002033;Alaa Awad;Sculpture;Fine Art;still life;Ink;Large;Horizontal;low
P0002034;El Teneen;Sculpture;Surrealism;Flowers and plants;Mixed media;Small;Vertical;very low
P0002035;Ghada Amer;Painting;Graffiti;Flowers and plants;Mono;X-Large;Squared;very high
P0002036;Adham Wanly;Print;Modern;Animals and Birds;Bronze;Medium;Horizontal;very high
P0002037;Ragheb Ayad;Collage;Graffiti;Architecture and cityscapes;Pastal;Large;Squared;high
P0002038;Hazem Taha Hussein;Collage;Graffiti;Flowers and plants;Mono;X-Large;Vertical;very high
P0002039;Hamid Nada;Drawing;Graffiti;transportaion and maps;Gouache;X-Large;Horizontal;very high
P0002040;Adham Wanly;Sculpture;Art Deco;Animals and Birds;Lino;X-Large;Squared;medium
P0002041;George Bahgoury;Sculpture;Pop Art;Animals and Birds;Ink;Large;Horizontal;low
